Date,Price,Open,High,Low,Vol.,Change %
15-Sep-19,15,15.14,15.14,15,77.51K,-0.66%
12-Sep-19,15.1,15.08,15.16,15.02,2.14M,0.13%
11-Sep-19,15.08,15.02,15.08,14.98,6.17M,0.40%
10-Sep-19,15.02,15,15.02,14.92,2.56M,0.13%
9-Sep-19,15,15,15,14.96,1.20M,0.00%
8-Sep-19,15,15.02,15.04,14.98,303.54K,0.00%
5-Sep-19,15,15.08,15.26,14.96,11.42M,0.00%
4-Sep-19,15,14.94,15,14.9,2.82M,0.94%
3-Sep-19,14.86,15.12,15.12,14.86,3.99M,-1.07%
2-Sep-19,15.02,15,15.12,14.98,2.53M,-0.27%
